Time,Temp_C,Voltage_V,Resistance_Ohm
1769431360.0,59.80,0.547769,1970.0
1769431360.0,59.90,0.543778,1952.7
1769431360.0,60.00,0.545374,1959.6
1769431360.0,60.00,0.546971,1966.5
1769431360.0,60.10,0.545374,1959.6
1769431360.0,60.20,0.544576,1956.2
1769431360.0,60.30,0.545374,1959.6
1769431360.0,60.30,0.543778,1952.7
1769431360.0,60.40,0.545374,1959.6
1769431360.0,60.50,0.547769,1970.0
1769431360.0,60.60,0.544576,1956.2
1769431360.0,60.70,0.544576,1956.2
1769431360.0,60.70,0.547769,1970.0
1769431360.0,60.90,0.543778,1952.7
1769431360.0,60.90,0.544576,1956.2
1769431360.0,61.00,0.543778,1952.7
1769431360.0,61.10,0.543778,1952.7
1769431360.0,61.20,0.543778,1952.7
1769431360.0,61.30,0.543778,1952.7
1769431360.0,61.40,0.543778,1952.7
1769431360.0,61.40,0.543778,1952.7
1769431360.0,61.50,0.542979,1949.3
1769431360.0,61.60,0.545374,1959.6
1769431360.0,61.70,0.542979,1949.3
1769431360.0,61.80,0.542979,1949.3
1769431360.0,61.80,0.543778,1952.7
1769431360.0,61.90,0.542181,1945.9
1769431360.0,62.00,0.542979,1949.3
1769431360.0,62.10,0.544576,1956.2
1769431360.0,62.20,0.534996,1915.0
1769431360.0,62.20,0.541382,1942.4
1769431360.0,62.20,0.542979,1949.3
1769431360.0,62.30,0.540584,1939.0
1769431360.0,62.40,0.540584,1939.0
1769431360.0,62.50,0.541382,1942.4
1769431360.0,62.50,0.541382,1942.4
1769431400.0,62.60,0.541382,1942.4
1769431400.0,62.60,0.542979,1949.3
1769431400.0,62.70,0.541382,1942.4
1769431400.0,62.70,0.540584,1939.0
1769431400.0,62.90,0.541382,1942.4
1769431400.0,63.00,0.541382,1942.4
1769431400.0,63.00,0.541382,1942.4
1769431400.0,63.10,0.540584,1939.0
1769431400.0,63.20,0.540584,1939.0
1769431400.0,63.20,0.539786,1935.6
1769431400.0,63.30,0.539786,1935.6
1769431400.0,63.30,0.541382,1942.4
1769431400.0,63.40,0.540584,1939.0
1769431400.0,63.50,0.541382,1942.4
1769431400.0,63.60,0.539786,1935.6
1769431400.0,63.60,0.542979,1949.3
1769431400.0,63.70,0.542979,1949.3
1769431400.0,63.70,0.540584,1939.0
1769431400.0,63.80,0.541382,1942.4
1769431400.0,63.90,0.539786,1935.6
1769431400.0,63.90,0.539786,1935.6
1769431400.0,63.90,0.539786,1935.6
1769431400.0,64.00,0.541382,1942.4
1769431400.0,64.10,0.538987,1932.1
1769431400.0,64.20,0.539786,1935.6
1769431400.0,64.20,0.540584,1939.0
1769431400.0,64.30,0.543778,1952.7
1769431400.0,64.30,0.534197,1911.6
1769431400.0,64.40,0.539786,1935.6
1769431400.0,64.50,0.539786,1935.6
1769431400.0,64.50,0.538987,1932.1
1769431400.0,64.60,0.538987,1932.1
1769431400.0,64.70,0.538987,1932.1
1769431400.0,64.70,0.538189,1928.7
1769431400.0,64.80,0.533399,1908.2
1769431400.0,64.80,0.538987,1932.1
1769431400.0,64.90,0.538189,1928.7
1769431400.0,64.90,0.538189,1928.7
1769431400.0,65.00,0.538987,1932.1
1769431400.0,65.00,0.538189,1928.7
1769431400.0,65.10,0.538987,1932.1
1769431400.0,65.10,0.538189,1928.7
1769431400.0,65.10,0.538189,1928.7
1769431400.0,65.20,0.538189,1928.7
1769431400.0,65.30,0.538987,1932.1
1769431400.0,65.30,0.538189,1928.7
1769431400.0,65.40,0.541382,1942.4
1769431400.0,65.40,0.538189,1928.7
1769431400.0,65.50,0.538189,1928.7
1769431400.0,65.60,0.538987,1932.1
1769431400.0,65.70,0.538189,1928.7
1769431400.0,65.70,0.537391,1925.3
1769431400.0,65.70,0.537391,1925.3
1769431400.0,65.70,0.537391,1925.3
1769431400.0,65.70,0.537391,1925.3
1769431400.0,65.70,0.538189,1928.7
1769431400.0,65.70,0.537391,1925.3
1769431400.0,65.70,0.538189,1928.7
1769431400.0,65.70,0.538189,1928.7
1769431400.0,65.70,0.538189,1928.7
1769431400.0,65.60,0.537391,1925.3
1769431400.0,65.60,0.537391,1925.3
1769431400.0,65.60,0.538189,1928.7
1769431400.0,65.50,0.522222,1860.6
1769431400.0,65.60,0.538189,1928.7
1769431400.0,65.60,0.531802,1901.4
1769431400.0,65.60,0.538987,1932.1
