Time,Temp_C,Voltage_V,Resistance_Ohm
1769448320.0,59.40,0.544576,1956.2
1769448320.0,59.40,0.543778,1952.7
1769448320.0,59.20,0.544576,1956.2
1769448320.0,59.20,0.544576,1956.2
1769448320.0,59.00,0.544576,1956.2
1769448320.0,58.90,0.544576,1956.2
1769448320.0,58.80,0.547769,1970.0
1769448320.0,58.70,0.544576,1956.2
1769448320.0,58.60,0.544576,1956.2
1769448320.0,58.50,0.545374,1959.6
1769448320.0,58.40,0.545374,1959.6
1769448320.0,58.30,0.558148,2015.0
1769448320.0,58.30,0.548568,1973.4
1769448320.0,58.10,0.546971,1966.5
1769448320.0,58.10,0.545374,1959.6
1769448320.0,57.90,0.546173,1963.1
1769448320.0,57.90,0.546173,1963.1
1769448320.0,57.80,0.546173,1963.1
1769448320.0,57.70,0.547769,1970.0
1769448320.0,57.60,0.546173,1963.1
1769448320.0,57.50,0.546173,1963.1
1769448320.0,57.40,0.546173,1963.1
1769448320.0,57.30,0.538987,1932.1
1769448320.0,57.20,0.540584,1939.0
1769448320.0,57.10,0.546173,1963.1
1769448320.0,57.00,0.546971,1966.5
1769448320.0,56.90,0.546971,1966.5
1769448320.0,56.80,0.546971,1966.5
1769448400.0,56.70,0.546971,1966.5
1769448400.0,56.70,0.546971,1966.5
1769448400.0,56.60,0.546971,1966.5
1769448400.0,56.50,0.546971,1966.5
1769448400.0,56.40,0.547769,1970.0
1769448400.0,56.30,0.547769,1970.0
1769448400.0,56.20,0.546971,1966.5
1769448400.0,56.20,0.547769,1970.0
1769448400.0,56.10,0.546971,1966.5
1769448400.0,56.00,0.547769,1970.0
1769448400.0,55.90,0.547769,1970.0
1769448400.0,55.80,0.549366,1976.9
1769448400.0,55.70,0.547769,1970.0
1769448400.0,55.60,0.554156,1997.6
1769448400.0,55.60,0.548568,1973.4
1769448400.0,55.50,0.547769,1970.0
1769448400.0,55.40,0.549366,1976.9
1769448400.0,55.40,0.548568,1973.4
1769448400.0,55.20,0.547769,1970.0
1769448400.0,55.20,0.549366,1976.9
1769448400.0,55.10,0.548568,1973.4
1769448400.0,55.00,0.548568,1973.4
1769448400.0,54.90,0.549366,1976.9
1769448400.0,54.80,0.550164,1980.3
1769448400.0,54.80,0.549366,1976.9
1769448400.0,54.70,0.550164,1980.3
1769448400.0,54.60,0.549366,1976.9
1769448400.0,54.50,0.550164,1980.3
1769448400.0,54.40,0.550164,1980.3
1769448400.0,54.40,0.550164,1980.3
1769448400.0,54.30,0.550164,1980.3
1769448400.0,54.20,0.550164,1980.3
1769448400.0,54.10,0.554156,1997.6
1769448400.0,54.10,0.550963,1983.8
1769448400.0,54.00,0.550164,1980.3
1769448400.0,53.90,0.550963,1983.8
1769448400.0,53.90,0.549366,1976.9
1769448400.0,53.80,0.550164,1980.3
1769448400.0,53.70,0.553358,1994.1
1769448400.0,53.60,0.550963,1983.8
1769448400.0,53.60,0.550164,1980.3
1769448400.0,53.50,0.550963,1983.8
1769448400.0,53.50,0.554156,1997.6
1769448400.0,53.40,0.550963,1983.8
1769448400.0,53.30,0.555753,2004.5
1769448400.0,53.30,0.549366,1976.9
1769448400.0,53.20,0.550963,1983.8
1769448400.0,53.10,0.550963,1983.8
1769448400.0,53.10,0.550963,1983.8
1769448400.0,53.00,0.551761,1987.2
1769448400.0,52.90,0.550963,1983.8
1769448400.0,52.90,0.553358,1994.1
1769448400.0,52.80,0.551761,1987.2
1769448400.0,52.70,0.550963,1983.8
1769448400.0,52.60,0.552559,1990.7
1769448400.0,52.60,0.551761,1987.2
1769448400.0,52.50,0.551761,1987.2
1769448400.0,52.50,0.551761,1987.2
1769448400.0,52.40,0.552559,1990.7
1769448400.0,52.40,0.552559,1990.7
1769448400.0,52.30,0.551761,1987.2
1769448400.0,52.20,0.552559,1990.7
1769448400.0,52.10,0.552559,1990.7
1769448400.0,52.10,0.552559,1990.7
1769448400.0,52.00,0.553358,1994.1
1769448400.0,52.00,0.551761,1987.2
1769448400.0,51.90,0.553358,1994.1
1769448400.0,51.90,0.552559,1990.7
1769448400.0,51.80,0.552559,1990.7
1769448400.0,51.80,0.546173,1963.1
1769448400.0,51.70,0.552559,1990.7
1769448400.0,51.60,0.553358,1994.1
1769448400.0,51.60,0.552559,1990.7
1769448400.0,51.50,0.553358,1994.1
1769448400.0,51.50,0.553358,1994.1
1769448400.0,51.40,0.553358,1994.1
1769448400.0,51.30,0.556551,2008.0
1769448400.0,51.30,0.553358,1994.1
1769448400.0,51.20,0.553358,1994.1
1769448400.0,51.20,0.553358,1994.1
1769448400.0,51.10,0.557350,2011.5
1769448400.0,51.10,0.553358,1994.1
1769448400.0,51.00,0.553358,1994.1
1769448400.0,51.00,0.553358,1994.1
1769448400.0,50.90,0.554954,2001.1
1769448400.0,50.90,0.554156,1997.6
1769448400.0,50.80,0.548568,1973.4
1769448400.0,50.70,0.554156,1997.6
1769448400.0,50.70,0.555753,2004.5
1769448400.0,50.60,0.552559,1990.7
1769448400.0,50.60,0.552559,1990.7
1769448400.0,50.60,0.553358,1994.1
1769448400.0,50.50,0.554954,2001.1
1769448400.0,50.50,0.557350,2011.5
1769448400.0,50.40,0.554156,1997.6
1769448400.0,50.30,0.554156,1997.6
1769448400.0,50.30,0.554954,2001.1
1769448400.0,50.20,0.554156,1997.6
1769448400.0,50.20,0.555753,2004.5
1769448400.0,50.20,0.558946,2018.4
1769448400.0,50.10,0.555753,2004.5
1769448400.0,50.10,0.555753,2004.5
1769448600.0,50.00,0.555753,2004.5
1769448600.0,50.00,0.555753,2004.5
1769448600.0,49.90,0.555753,2004.5
1769448600.0,49.80,0.555753,2004.5
1769448600.0,49.80,0.555753,2004.5
1769448600.0,49.80,0.554954,2001.1
1769448600.0,49.70,0.555753,2004.5
1769448600.0,49.70,0.555753,2004.5
1769448600.0,49.60,0.556551,2008.0
1769448600.0,49.60,0.554156,1997.6
1769448600.0,49.50,0.556551,2008.0
1769448600.0,49.50,0.555753,2004.5
1769448600.0,49.40,0.556551,2008.0
1769448600.0,49.40,0.555753,2004.5
1769448600.0,49.30,0.556551,2008.0
1769448600.0,49.30,0.555753,2004.5
1769448600.0,49.20,0.555753,2004.5
1769448600.0,49.20,0.555753,2004.5
1769448600.0,49.10,0.556551,2008.0
1769448600.0,49.10,0.559745,2021.9
1769448600.0,49.10,0.555753,2004.5
1769448600.0,49.00,0.556551,2008.0
1769448600.0,49.00,0.556551,2008.0
1769448600.0,48.90,0.556551,2008.0
1769448600.0,48.90,0.556551,2008.0
1769448600.0,48.80,0.556551,2008.0
1769448600.0,48.80,0.556551,2008.0
1769448600.0,48.70,0.557350,2011.5
1769448600.0,48.70,0.557350,2011.5
1769448600.0,48.70,0.558148,2015.0
1769448600.0,48.60,0.557350,2011.5
1769448600.0,48.60,0.556551,2008.0
1769448600.0,48.50,0.556551,2008.0
1769448600.0,48.50,0.557350,2011.5
1769448600.0,48.40,0.557350,2011.5
1769448600.0,48.40,0.557350,2011.5
1769448600.0,48.30,0.557350,2011.5
1769448600.0,48.30,0.543778,1952.7
1769448600.0,48.30,0.558148,2015.0
1769448600.0,48.20,0.556551,2008.0
1769448600.0,48.20,0.557350,2011.5
1769448600.0,48.10,0.557350,2011.5
1769448600.0,48.10,0.557350,2011.5
1769448600.0,48.10,0.557350,2011.5
1769448600.0,48.00,0.557350,2011.5
1769448600.0,47.90,0.557350,2011.5
1769448600.0,47.90,0.558148,2015.0
1769448600.0,47.90,0.559745,2021.9
1769448600.0,47.80,0.557350,2011.5
1769448600.0,47.80,0.558148,2015.0
1769448600.0,47.80,0.558148,2015.0
1769448600.0,47.70,0.557350,2011.5
1769448600.0,47.70,0.557350,2011.5
1769448600.0,47.60,0.551761,1987.2
1769448600.0,47.60,0.556551,2008.0
1769448600.0,47.50,0.558148,2015.0
1769448600.0,47.50,0.558946,2018.4
1769448600.0,47.50,0.558148,2015.0
1769448600.0,47.40,0.558946,2018.4
1769448600.0,47.40,0.558148,2015.0
1769448600.0,47.30,0.558148,2015.0
1769448600.0,47.30,0.559745,2021.9
1769448600.0,47.30,0.558946,2018.4
1769448600.0,47.20,0.551761,1987.2
1769448600.0,47.20,0.558148,2015.0
1769448600.0,47.10,0.558946,2018.4
1769448600.0,47.10,0.558946,2018.4
1769448600.0,47.00,0.558946,2018.4
1769448600.0,47.00,0.558148,2015.0
1769448600.0,46.90,0.558946,2018.4
1769448600.0,46.90,0.558946,2018.4
1769448600.0,46.90,0.558946,2018.4
1769448600.0,46.80,0.558946,2018.4
1769448600.0,46.80,0.558148,2015.0
1769448600.0,46.70,0.558946,2018.4
1769448600.0,46.70,0.558946,2018.4
1769448600.0,46.70,0.558148,2015.0
1769448600.0,46.60,0.558946,2018.4
1769448600.0,46.60,0.558148,2015.0
1769448600.0,46.60,0.558946,2018.4
1769448600.0,46.50,0.558946,2018.4
1769448600.0,46.50,0.558946,2018.4
1769448600.0,46.40,0.559745,2021.9
1769448600.0,46.40,0.558946,2018.4
1769448600.0,46.40,0.552559,1990.7
1769448600.0,46.30,0.558946,2018.4
1769448600.0,46.30,0.559745,2021.9
1769448600.0,46.20,0.558946,2018.4
1769448600.0,46.20,0.559745,2021.9
1769448600.0,46.20,0.558946,2018.4
1769448600.0,46.10,0.553358,1994.1
1769448600.0,46.10,0.558946,2018.4
1769448600.0,46.10,0.558946,2018.4
1769448600.0,46.00,0.559745,2021.9
1769448600.0,46.00,0.558946,2018.4
1769448600.0,46.00,0.559745,2021.9
1769448600.0,45.90,0.559745,2021.9
1769448600.0,45.90,0.553358,1994.1
1769448600.0,45.80,0.558148,2015.0
1769448640.0,45.80,0.559745,2021.9
1769448640.0,45.80,0.563736,2039.3
1769448640.0,45.80,0.560543,2025.4
1769448640.0,45.70,0.560543,2025.4
1769448640.0,45.70,0.559745,2021.9
1769448640.0,45.60,0.559745,2021.9
1769448640.0,45.60,0.558946,2018.4
1769448640.0,45.60,0.558946,2018.4
1769448640.0,45.50,0.560543,2025.4
1769448640.0,45.50,0.554156,1997.6
1769448640.0,45.50,0.560543,2025.4
1769448640.0,45.50,0.560543,2025.4
1769448640.0,45.40,0.559745,2021.9
1769448640.0,45.40,0.560543,2025.4
1769448640.0,45.30,0.559745,2021.9
1769448640.0,45.30,0.559745,2021.9
1769448640.0,45.30,0.559745,2021.9
1769448640.0,45.30,0.560543,2025.4
1769448640.0,45.20,0.559745,2021.9
1769448640.0,45.20,0.560543,2025.4
1769448640.0,45.20,0.558946,2018.4
1769448640.0,45.10,0.560543,2025.4
1769448640.0,45.10,0.560543,2025.4
1769448640.0,45.00,0.560543,2025.4
1769448640.0,45.00,0.566131,2049.8
1769448640.0,45.00,0.561341,2028.9
1769448640.0,44.90,0.560543,2025.4
1769448640.0,44.90,0.559745,2021.9
1769448640.0,44.80,0.560543,2025.4
1769448640.0,44.80,0.560543,2025.4
1769448640.0,44.80,0.560543,2025.4
1769448640.0,44.70,0.562938,2035.8
1769448640.0,44.70,0.561341,2028.9
1769448640.0,44.70,0.561341,2028.9
1769448640.0,44.70,0.560543,2025.4
1769448640.0,44.60,0.561341,2028.9
1769448640.0,44.60,0.560543,2025.4
1769448640.0,44.60,0.562140,2032.4
1769448640.0,44.50,0.560543,2025.4
1769448640.0,44.50,0.562140,2032.4
1769448640.0,44.50,0.560543,2025.4
1769448640.0,44.40,0.562140,2032.4
1769448640.0,44.40,0.560543,2025.4
1769448640.0,44.40,0.562140,2032.4
1769448640.0,44.40,0.561341,2028.9
1769448640.0,44.30,0.562140,2032.4
1769448640.0,44.30,0.562938,2035.8
1769448640.0,44.30,0.562140,2032.4
1769448640.0,44.20,0.562938,2035.8
1769448640.0,44.20,0.562140,2032.4
1769448640.0,44.20,0.560543,2025.4
1769448640.0,44.10,0.554156,1997.6
1769448640.0,44.10,0.562938,2035.8
1769448640.0,44.10,0.562140,2032.4
1769448640.0,44.00,0.562140,2032.4
1769448640.0,44.00,0.562140,2032.4
1769448640.0,44.00,0.562938,2035.8
1769448640.0,43.90,0.562140,2032.4
1769448640.0,43.90,0.562140,2032.4
1769448640.0,43.90,0.561341,2028.9
1769448640.0,43.90,0.562140,2032.4
1769448640.0,43.80,0.562140,2032.4
1769448640.0,43.80,0.562140,2032.4
1769448640.0,43.80,0.565333,2046.3
1769448640.0,43.70,0.562140,2032.4
1769448640.0,43.70,0.562140,2032.4
1769448640.0,43.70,0.564535,2042.8
1769448640.0,43.60,0.562140,2032.4
1769448640.0,43.60,0.559745,2021.9
1769448640.0,43.60,0.562140,2032.4
1769448640.0,43.60,0.566131,2049.8
1769448640.0,43.50,0.562938,2035.8
1769448640.0,43.30,0.558148,2015.0
1769448640.0,42.80,0.562140,2032.4
1769448640.0,42.40,0.562938,2035.8
1769448640.0,42.00,0.562938,2035.8
1769448640.0,41.40,0.562938,2035.8
1769448640.0,40.90,0.563736,2039.3
1769448640.0,40.60,0.564535,2042.8
1769448640.0,40.30,0.564535,2042.8
1769448640.0,40.00,0.566930,2053.3
1769448640.0,39.70,0.564535,2042.8
1769448640.0,39.40,0.564535,2042.8
1769448640.0,39.10,0.562938,2035.8
1769448640.0,38.80,0.565333,2046.3
1769448640.0,38.50,0.565333,2046.3
1769448640.0,38.10,0.564535,2042.8
1769448640.0,37.80,0.566930,2053.3
1769448640.0,37.50,0.566131,2049.8
1769448640.0,37.30,0.566131,2049.8
1769448640.0,37.00,0.566930,2053.3
1769448640.0,36.80,0.566131,2049.8
1769448640.0,36.50,0.560543,2025.4
1769448640.0,36.40,0.566930,2053.3
1769448640.0,36.20,0.568526,2060.3
1769448640.0,36.10,0.568526,2060.3
1769448640.0,36.00,0.568526,2060.3
1769448640.0,35.80,0.568526,2060.3
1769448640.0,35.70,0.568526,2060.3
1769448640.0,35.40,0.568526,2060.3
1769448640.0,35.20,0.568526,2060.3
1769448640.0,35.00,0.568526,2060.3
1769448800.0,34.80,0.569325,2063.8
1769448800.0,34.60,0.570123,2067.3
1769448800.0,34.50,0.569325,2063.8
1769448800.0,34.20,0.569325,2063.8
1769448800.0,34.00,0.569325,2063.8
1769448800.0,33.80,0.570123,2067.3
1769448800.0,33.60,0.570123,2067.3
1769448800.0,33.50,0.570123,2067.3
1769448800.0,33.40,0.571720,2074.3
1769448800.0,33.30,0.564535,2042.8
1769448800.0,33.20,0.571720,2074.3
1769448800.0,33.10,0.570123,2067.3
1769448800.0,33.00,0.570921,2070.8
1769448800.0,32.80,0.573317,2081.4
1769448800.0,32.70,0.575712,2091.9
1769448800.0,32.50,0.572518,2077.8
1769448800.0,32.30,0.570921,2070.8
1769448800.0,32.30,0.572518,2077.8
1769448800.0,32.10,0.571720,2074.3
1769448800.0,31.80,0.572518,2077.8
1769448800.0,31.60,0.572518,2077.8
1769448800.0,31.50,0.572518,2077.8
1769448800.0,31.20,0.573317,2081.4
1769448800.0,31.10,0.572518,2077.8
1769448800.0,31.00,0.573317,2081.4
1769448800.0,30.90,0.573317,2081.4
1769448800.0,30.70,0.574115,2084.9
1769448800.0,30.70,0.575712,2091.9
1769448800.0,30.50,0.573317,2081.4
1769448800.0,30.40,0.578107,2102.5
1769448800.0,30.30,0.574115,2084.9
1769448800.0,30.20,0.574913,2088.4
1769448800.0,30.10,0.574115,2084.9
1769448800.0,29.90,0.574913,2088.4
1769448800.0,29.90,0.574913,2088.4
1769448800.0,29.80,0.573317,2081.4
1769448800.0,29.70,0.575712,2091.9
1769448800.0,29.60,0.574115,2084.9
1769448800.0,29.50,0.575712,2091.9
1769448800.0,29.50,0.574913,2088.4
1769448800.0,29.30,0.575712,2091.9
1769448800.0,29.20,0.574115,2084.9
1769448800.0,29.20,0.576510,2095.4
1769448800.0,29.20,0.574913,2088.4
1769448800.0,29.20,0.575712,2091.9
1769448800.0,29.10,0.576510,2095.4
1769448800.0,29.00,0.568526,2060.3
1769448800.0,28.80,0.575712,2091.9
1769448800.0,28.80,0.578107,2102.5
1769448800.0,28.80,0.576510,2095.4
1769448800.0,28.80,0.576510,2095.4
1769448800.0,28.80,0.575712,2091.9
1769448800.0,28.70,0.577308,2099.0
1769448800.0,28.70,0.576510,2095.4
1769448800.0,28.60,0.576510,2095.4
1769448800.0,28.60,0.578905,2106.0
1769448800.0,28.50,0.576510,2095.4
1769448800.0,28.40,0.577308,2099.0
1769448800.0,28.30,0.578905,2106.0
1769448800.0,28.20,0.577308,2099.0
1769448800.0,28.10,0.576510,2095.4
1769448800.0,28.10,0.578107,2102.5
1769448800.0,28.00,0.577308,2099.0
1769448800.0,28.00,0.577308,2099.0
1769448800.0,27.90,0.570921,2070.8
1769448800.0,27.90,0.577308,2099.0
1769448800.0,27.80,0.570921,2070.8
1769448800.0,27.80,0.577308,2099.0
1769448800.0,27.70,0.577308,2099.0
1769448800.0,27.70,0.579703,2109.5
1769448800.0,27.60,0.577308,2099.0
1769448800.0,27.60,0.578107,2102.5
1769448800.0,27.60,0.578107,2102.5
1769448800.0,27.60,0.578107,2102.5
1769448800.0,27.50,0.577308,2099.0
1769448800.0,27.40,0.578107,2102.5
1769448800.0,27.40,0.578107,2102.5
1769448800.0,27.30,0.578107,2102.5
1769448800.0,27.30,0.578107,2102.5
1769448800.0,27.30,0.581300,2116.6
1769448800.0,27.30,0.579703,2109.5
1769448800.0,27.20,0.578107,2102.5
1769448800.0,27.20,0.578905,2106.0
1769448800.0,27.10,0.578905,2106.0
1769448800.0,27.10,0.578107,2102.5
1769448800.0,26.90,0.578905,2106.0
1769448800.0,26.90,0.577308,2099.0
1769448800.0,26.90,0.582098,2120.1
1769448800.0,26.80,0.578905,2106.0
1769448800.0,26.80,0.578905,2106.0
1769448800.0,26.80,0.578905,2106.0
1769448800.0,26.80,0.578905,2106.0
1769448800.0,26.80,0.578107,2102.5
1769448800.0,26.70,0.578905,2106.0
1769448800.0,26.60,0.579703,2109.5
1769448800.0,26.60,0.580502,2113.1
1769448800.0,26.70,0.578905,2106.0
1769448800.0,26.70,0.578905,2106.0
1769448800.0,26.60,0.579703,2109.5
1769449000.0,26.60,0.578905,2106.0
1769449000.0,26.60,0.579703,2109.5
1769449000.0,26.60,0.581300,2116.6
1769449000.0,26.60,0.579703,2109.5
1769449000.0,26.50,0.578905,2106.0
1769449000.0,26.50,0.580502,2113.1
1769449000.0,26.50,0.579703,2109.5
1769449000.0,26.40,0.579703,2109.5
1769449000.0,26.40,0.579703,2109.5
1769449000.0,26.40,0.582098,2120.1
1769449000.0,26.30,0.564535,2042.8
1769449000.0,26.20,0.579703,2109.5
1769449000.0,26.20,0.579703,2109.5
1769449000.0,26.20,0.580502,2113.1
1769449000.0,26.10,0.581300,2116.6
1769449000.0,26.10,0.579703,2109.5
1769449000.0,26.00,0.581300,2116.6
1769449000.0,26.00,0.581300,2116.6
1769449000.0,26.00,0.581300,2116.6
1769449000.0,25.90,0.580502,2113.1
1769449000.0,25.90,0.582897,2123.7
1769449000.0,25.90,0.582098,2120.1
1769449000.0,25.80,0.580502,2113.1
1769449000.0,25.80,0.582098,2120.1
1769449000.0,25.80,0.574115,2084.9
1769449000.0,25.70,0.581300,2116.6
1769449000.0,25.70,0.581300,2116.6
1769449000.0,25.70,0.581300,2116.6
1769449000.0,25.70,0.582098,2120.1
1769449000.0,25.60,0.581300,2116.6
1769449000.0,25.60,0.582098,2120.1
1769449000.0,25.60,0.591679,2162.7
1769449000.0,25.60,0.581300,2116.6
1769449000.0,25.60,0.581300,2116.6
1769449000.0,25.50,0.582098,2120.1
1769449000.0,25.50,0.581300,2116.6
1769449000.0,25.40,0.582098,2120.1
1769449000.0,25.40,0.582098,2120.1
1769449000.0,25.40,0.581300,2116.6
1769449000.0,25.40,0.575712,2091.9
1769449000.0,25.40,0.582897,2123.7
1769449000.0,25.40,0.582897,2123.7
1769449000.0,25.40,0.581300,2116.6
1769449000.0,25.30,0.582897,2123.7
1769449000.0,25.30,0.582098,2120.1
1769449000.0,25.30,0.582098,2120.1
1769449000.0,25.30,0.582098,2120.1
1769449000.0,25.30,0.582098,2120.1
1769449000.0,25.30,0.581300,2116.6
1769449000.0,25.30,0.582098,2120.1
1769449000.0,25.20,0.582098,2120.1
1769449000.0,25.30,0.582897,2123.7
1769449000.0,25.20,0.582098,2120.1
1769449000.0,25.20,0.583695,2127.2
1769449000.0,25.20,0.582897,2123.7
1769449000.0,25.10,0.582098,2120.1
1769449000.0,25.10,0.582098,2120.1
1769449000.0,25.10,0.582098,2120.1
1769449000.0,25.10,0.583695,2127.2
1769449000.0,25.00,0.582098,2120.1
1769449000.0,25.00,0.582098,2120.1
1769449000.0,25.00,0.582897,2123.7
1769449000.0,25.00,0.583695,2127.2
1769449000.0,25.00,0.582897,2123.7
1769449000.0,25.00,0.582098,2120.1
1769449000.0,25.00,0.582897,2123.7
1769449000.0,25.00,0.582897,2123.7
1769449000.0,25.00,0.582897,2123.7
1769449000.0,25.00,0.582098,2120.1
1769449000.0,25.00,0.582897,2123.7
1769449000.0,25.00,0.582897,2123.7
