Time,Temp_C,Voltage_V,Resistance_Ohm
1769430400.0,45.30,0.560543,2025.4
1769430400.0,45.30,0.554156,1997.6
1769430400.0,45.30,0.559745,2021.9
1769430400.0,45.20,0.559745,2021.9
1769430400.0,45.20,0.560543,2025.4
1769430400.0,45.20,0.560543,2025.4
1769430400.0,45.10,0.561341,2028.9
1769430400.0,45.10,0.560543,2025.4
1769430400.0,45.10,0.560543,2025.4
1769430400.0,45.10,0.562140,2032.4
1769430560.0,45.00,0.561341,2028.9
1769430560.0,45.00,0.560543,2025.4
1769430560.0,44.90,0.559745,2021.9
1769430560.0,44.90,0.558148,2015.0
1769430560.0,44.90,0.561341,2028.9
1769430560.0,44.80,0.560543,2025.4
1769430560.0,44.80,0.560543,2025.4
1769430560.0,44.80,0.561341,2028.9
1769430560.0,44.80,0.561341,2028.9
1769430560.0,44.70,0.560543,2025.4
1769430560.0,44.70,0.560543,2025.4
1769430560.0,44.60,0.562140,2032.4
1769430560.0,44.60,0.560543,2025.4
1769430560.0,44.60,0.560543,2025.4
1769430560.0,44.50,0.561341,2028.9
1769430560.0,44.50,0.562140,2032.4
1769430560.0,44.50,0.563736,2039.3
1769430560.0,44.50,0.561341,2028.9
1769430560.0,44.40,0.562140,2032.4
1769430560.0,44.40,0.560543,2025.4
1769430560.0,44.40,0.565333,2046.3
1769430560.0,44.30,0.561341,2028.9
1769430560.0,44.30,0.562140,2032.4
1769430560.0,44.30,0.561341,2028.9
1769430560.0,44.30,0.561341,2028.9
1769430560.0,44.20,0.562140,2032.4
1769430560.0,44.20,0.562938,2035.8
1769430560.0,44.20,0.562140,2032.4
1769430560.0,44.10,0.562140,2032.4
1769430560.0,44.10,0.562938,2035.8
1769430560.0,44.10,0.562140,2032.4
1769430560.0,44.10,0.561341,2028.9
1769430560.0,44.00,0.562140,2032.4
1769430560.0,44.00,0.561341,2028.9
1769430560.0,43.90,0.556551,2008.0
1769430560.0,43.90,0.561341,2028.9
1769430560.0,43.90,0.561341,2028.9
1769430560.0,43.90,0.561341,2028.9
1769430560.0,43.80,0.562140,2032.4
1769430560.0,43.80,0.563736,2039.3
1769430560.0,43.80,0.562938,2035.8
1769430560.0,43.80,0.561341,2028.9
1769430560.0,43.70,0.562938,2035.8
1769430560.0,43.70,0.562140,2032.4
1769430560.0,43.70,0.562938,2035.8
1769430560.0,43.60,0.562140,2032.4
1769430560.0,43.60,0.562938,2035.8
1769430560.0,43.60,0.562140,2032.4
1769430560.0,43.60,0.562938,2035.8
1769430560.0,43.50,0.564535,2042.8
1769430560.0,43.50,0.562938,2035.8
1769430560.0,43.50,0.562140,2032.4
1769430560.0,43.40,0.561341,2028.9
1769430560.0,43.40,0.565333,2046.3
1769430560.0,43.40,0.563736,2039.3
1769430560.0,43.40,0.562140,2032.4
1769430560.0,43.40,0.571720,2074.3
1769430560.0,43.30,0.562938,2035.8
1769430560.0,43.30,0.562938,2035.8
1769430560.0,43.30,0.562140,2032.4
1769430560.0,43.30,0.562140,2032.4
1769430560.0,43.20,0.562938,2035.8
1769430560.0,43.20,0.562938,2035.8
1769430560.0,43.10,0.565333,2046.3
1769430560.0,42.90,0.563736,2039.3
1769430560.0,42.60,0.562938,2035.8
1769430560.0,42.20,0.563736,2039.3
1769430560.0,41.80,0.564535,2042.8
1769430560.0,41.50,0.563736,2039.3
1769430560.0,41.20,0.563736,2039.3
1769430560.0,40.90,0.563736,2039.3
1769430560.0,40.60,0.564535,2042.8
1769430560.0,40.30,0.558946,2018.4
1769430560.0,40.00,0.564535,2042.8
1769430560.0,39.70,0.565333,2046.3
1769430560.0,39.40,0.566930,2053.3
1769430560.0,39.00,0.565333,2046.3
1769430560.0,38.90,0.566131,2049.8
1769430560.0,38.60,0.565333,2046.3
1769430560.0,38.40,0.560543,2025.4
1769430560.0,38.20,0.566930,2053.3
1769430560.0,38.00,0.566930,2053.3
1769430560.0,37.90,0.566131,2049.8
1769430560.0,37.50,0.566131,2049.8
1769430560.0,37.40,0.566930,2053.3
1769430560.0,37.30,0.566930,2053.3
1769430560.0,37.20,0.567728,2056.8
1769430560.0,37.00,0.566930,2053.3
1769430560.0,36.90,0.568526,2060.3
1769430560.0,36.50,0.566930,2053.3
1769430560.0,36.30,0.568526,2060.3
1769430560.0,36.10,0.570921,2070.8
1769430560.0,36.00,0.569325,2063.8
1769430560.0,35.90,0.569325,2063.8
1769430560.0,35.80,0.568526,2060.3
1769430560.0,35.50,0.569325,2063.8
1769430560.0,35.40,0.572518,2077.8
1769430560.0,35.30,0.569325,2063.8
1769430560.0,35.00,0.569325,2063.8
1769430560.0,34.90,0.570123,2067.3
1769430560.0,34.70,0.570123,2067.3
1769430600.0,34.60,0.562938,2035.8
1769430600.0,34.40,0.570921,2070.8
1769430600.0,34.30,0.570123,2067.3
1769430600.0,34.20,0.570123,2067.3
1769430600.0,34.10,0.563736,2039.3
1769430600.0,33.90,0.570123,2067.3
1769430600.0,33.80,0.570921,2070.8
1769430600.0,33.60,0.570921,2070.8
1769430600.0,33.40,0.570921,2070.8
1769430600.0,33.30,0.554156,1997.6
1769430600.0,33.20,0.570921,2070.8
1769430600.0,33.10,0.570921,2070.8
1769430600.0,33.00,0.582098,2120.1
1769430600.0,32.80,0.582098,2120.1
1769430600.0,32.70,0.571720,2074.3
1769430600.0,32.60,0.571720,2074.3
1769430600.0,32.50,0.572518,2077.8
1769430600.0,32.50,0.571720,2074.3
1769430600.0,32.40,0.570921,2070.8
1769430600.0,32.30,0.572518,2077.8
1769430600.0,32.10,0.572518,2077.8
1769430600.0,32.00,0.572518,2077.8
1769430600.0,31.80,0.572518,2077.8
1769430600.0,31.80,0.573317,2081.4
1769430600.0,31.70,0.572518,2077.8
1769430600.0,31.60,0.572518,2077.8
1769430600.0,31.60,0.572518,2077.8
1769430600.0,31.50,0.572518,2077.8
1769430600.0,31.40,0.572518,2077.8
1769430600.0,31.30,0.573317,2081.4
1769430600.0,31.20,0.578107,2102.5
1769430600.0,31.00,0.573317,2081.4
1769430600.0,30.90,0.574913,2088.4
1769430600.0,30.80,0.572518,2077.8
1769430600.0,30.60,0.573317,2081.4
1769430600.0,30.60,0.575712,2091.9
1769430600.0,30.40,0.573317,2081.4
1769430600.0,30.30,0.574913,2088.4
1769430600.0,30.20,0.574115,2084.9
1769430600.0,30.20,0.574115,2084.9
1769430600.0,30.10,0.563736,2039.3
1769430600.0,30.00,0.574913,2088.4
1769430600.0,29.90,0.584493,2130.8
1769430600.0,29.80,0.574913,2088.4
1769430600.0,29.70,0.574913,2088.4
1769430600.0,29.60,0.574913,2088.4
1769430600.0,29.60,0.574913,2088.4
1769430600.0,29.60,0.575712,2091.9
1769430600.0,29.60,0.574913,2088.4
1769430600.0,29.50,0.578107,2102.5
1769430600.0,29.40,0.575712,2091.9
1769430600.0,29.30,0.575712,2091.9
1769430600.0,29.30,0.577308,2099.0
1769430600.0,29.20,0.570921,2070.8
1769430600.0,29.20,0.575712,2091.9
1769430600.0,29.10,0.575712,2091.9
1769430600.0,29.10,0.575712,2091.9
1769430600.0,29.10,0.575712,2091.9
1769430600.0,29.10,0.576510,2095.4
1769430600.0,29.00,0.595670,2180.6
1769430600.0,28.90,0.575712,2091.9
1769430600.0,28.80,0.575712,2091.9
1769430600.0,28.80,0.576510,2095.4
1769430600.0,28.80,0.575712,2091.9
1769430600.0,28.70,0.570123,2067.3
1769430600.0,28.60,0.581300,2116.6
1769430600.0,28.60,0.576510,2095.4
1769430600.0,28.50,0.576510,2095.4
1769430600.0,28.60,0.578107,2102.5
1769430600.0,28.60,0.576510,2095.4
1769430600.0,28.50,0.576510,2095.4
1769430600.0,28.40,0.576510,2095.4
1769430600.0,28.40,0.576510,2095.4
1769430600.0,28.30,0.577308,2099.0
1769430600.0,28.30,0.578107,2102.5
1769430600.0,28.20,0.576510,2095.4
1769430600.0,28.20,0.577308,2099.0
1769430600.0,28.20,0.576510,2095.4
1769430600.0,28.10,0.576510,2095.4
1769430600.0,28.10,0.578107,2102.5
1769430600.0,28.00,0.577308,2099.0
1769430600.0,28.00,0.575712,2091.9
1769430600.0,28.00,0.577308,2099.0
1769430600.0,27.90,0.577308,2099.0
1769430600.0,27.80,0.577308,2099.0
1769430600.0,27.80,0.578107,2102.5
1769430600.0,27.80,0.577308,2099.0
1769430600.0,27.80,0.577308,2099.0
1769430600.0,27.80,0.578107,2102.5
1769430600.0,27.80,0.577308,2099.0
1769430600.0,27.70,0.578107,2102.5
1769430600.0,27.70,0.577308,2099.0
1769430600.0,27.70,0.578107,2102.5
1769430600.0,27.70,0.578107,2102.5
1769430600.0,27.70,0.578107,2102.5
1769430600.0,27.70,0.578905,2106.0
1769430600.0,27.60,0.578905,2106.0
1769430600.0,27.60,0.578107,2102.5
1769430600.0,27.60,0.577308,2099.0
1769430600.0,27.50,0.578905,2106.0
1769430800.0,27.50,0.578905,2106.0
1769430800.0,27.50,0.578107,2102.5
1769430800.0,27.40,0.558946,2018.4
1769430800.0,27.40,0.578107,2102.5
1769430800.0,27.40,0.576510,2095.4
1769430800.0,27.30,0.578107,2102.5
1769430800.0,27.30,0.578107,2102.5
1769430800.0,27.20,0.582098,2120.1
1769430800.0,27.20,0.578905,2106.0
1769430800.0,27.20,0.578107,2102.5
1769430800.0,27.10,0.572518,2077.8
1769430800.0,27.10,0.578107,2102.5
1769430800.0,27.10,0.573317,2081.4
1769430800.0,27.10,0.578905,2106.0
1769430800.0,27.10,0.578107,2102.5
1769430800.0,27.10,0.578107,2102.5
1769430800.0,27.10,0.578107,2102.5
1769430800.0,27.10,0.579703,2109.5
1769430800.0,27.10,0.578905,2106.0
1769430800.0,27.00,0.578905,2106.0
1769430800.0,27.00,0.578905,2106.0
1769430800.0,26.90,0.579703,2109.5
1769430800.0,26.90,0.572518,2077.8
1769430800.0,26.80,0.578905,2106.0
1769430800.0,26.80,0.579703,2109.5
1769430800.0,26.80,0.578905,2106.0
1769430800.0,26.80,0.578905,2106.0
1769430800.0,26.70,0.578905,2106.0
1769430800.0,26.80,0.579703,2109.5
1769430800.0,26.80,0.574913,2088.4
1769430800.0,26.70,0.578905,2106.0
1769430800.0,26.70,0.579703,2109.5
1769430800.0,26.70,0.579703,2109.5
1769430800.0,26.70,0.579703,2109.5
1769430800.0,26.70,0.583695,2127.2
1769430800.0,26.70,0.581300,2116.6
1769430800.0,26.70,0.579703,2109.5
1769430800.0,26.60,0.579703,2109.5
1769430800.0,26.60,0.579703,2109.5
1769430800.0,26.70,0.579703,2109.5
1769430800.0,26.70,0.579703,2109.5
1769430800.0,26.70,0.579703,2109.5
1769430800.0,26.70,0.579703,2109.5
1769430800.0,26.70,0.579703,2109.5
1769430800.0,26.60,0.580502,2113.1
1769430800.0,26.60,0.579703,2109.5
1769430800.0,26.60,0.579703,2109.5
1769430800.0,26.60,0.583695,2127.2
1769430800.0,26.60,0.579703,2109.5
1769430800.0,26.60,0.582098,2120.1
1769430800.0,26.60,0.580502,2113.1
1769430800.0,26.60,0.579703,2109.5
1769430800.0,26.60,0.579703,2109.5
1769430800.0,26.60,0.586889,2141.4
